2019_02_17_10_32_56_000_010006-trim-1-HD-meteor-stacked_jpg.rf.56e7001427d673fd390a77431d455e94.jpg,224,224,meteorite,15,17,35,26
2019_02_10_06_32_41_000_010006-trim-837-HD-meteor-crop-stacked_jpg.rf.58b3828d28e6d0d32f4d77904b0e4ba4.jpg,224,224,meteorite,140,51,221,162
2019_03_05_02_08_23_000_010004-trim-610-HD-meteor-stacked-obj_jpg.rf.5884784fe93d2ac908a6250588c97983.jpg,224,224,meteorite,175,68,177,87
2018_12_26_04_37_18_000_010002-trim0522-stacked_jpg.rf.581049048fe717d9af1d8746d3540347.jpg,224,224,meteorite,187,116,217,140
2018_12_26_04_37_18_000_010002-trim0522-stacked_jpg.rf.581049048fe717d9af1d8746d3540347.jpg,224,224,meteorite,20,91,26,104
2018_12_27_01_13_11_000_010001-trim1011-stacked_jpg.rf.56edda07d19f2b7e5577b02904829348.jpg,224,224,meteorite,7,160,10,165
2018_12_27_01_13_11_000_010001-trim1011-stacked_jpg.rf.56edda07d19f2b7e5577b02904829348.jpg,224,224,meteorite,73,36,78,39
2019_01_21_23_01_58_000_010003-trim1186-stacked_jpg.rf.56cafaa2b81223f064e1904231675896.jpg,224,224,meteorite,90,186,122,209
2019_02_03_06_47_17_000_010003-trim1276-stacked_jpg.rf.58ccb677f7f552ff8f7e3a4f42640948.jpg,224,224,meteorite,168,126,177,158
2018_12_30_03_38_34_000_010002-trim0168-stacked_jpg.rf.5710217733037669bcea8943cc1d5cef.jpg,224,224,meteorite,198,0,203,10
2019_02_27_07_24_24_000_010001-trim0982-prev-crop_jpg.rf.589977f78e22a4984084a259b52668ea.jpg,224,224,meteorite,89,48,151,148
2018_12_29_23_17_22_000_010005-trim0350-half-stack_jpg.rf.593ed7f065b690894269d8641290c585.jpg,224,224,meteorite,52,64,72,114
2018_12_31_03_25_49_000_010001-trim0736-stacked_jpg.rf.573c6a8010b6921e11377eede4bb9cd9.jpg,224,224,meteorite,215,126,219,160
2018_12_26_23_38_28_000_010006-trim0718-stacked_jpg.rf.58e08e1a58b9a0d7a16110b20a9202cb.jpg,224,224,meteorite,191,170,195,185
2019_03_05_05_33_14_000_010001-trim1283-stacked_jpg.rf.589c7249fed52849635406fb0d5bf296.jpg,224,224,meteorite,45,113,49,129
2018_12_29_04_37_49_000_010006-trim0712-stacked_jpg.rf.57e84a1e285921b6fa6be3b8970d8ee9.jpg,224,224,meteorite,162,118,174,135
2019_02_04_08_08_22_000_010003-trim-1280-HD-meteor_jpg.rf.596076367db834192ee7eec444b81822.jpg,224,224,meteorite,141,174,146,182
2019_01_15_03_42_09_000_010001-trim0995-stacked_jpg.rf.59524b25c56855d349cf2cf1ba0533f6.jpg,224,224,meteorite,93,145,101,165
2019_03_05_04_04_07_000_010001-trim-454-HD-meteor-stacked_jpg.rf.56addf402f4a38e0f37624ba65a6c564.jpg,224,224,meteorite,122,193,151,220
2019_02_27_07_01_21_000_010002-trim-1020-HD-meteor-stacked_jpg.rf.565a69990b6eb00033f4d62df0d6c33c.jpg,224,224,meteorite,12,58,15,90
2019_01_11_05_10_26_000_010001-trim0756-stacked_jpg.rf.57e4985100be1657131e12987683764a.jpg,224,224,meteorite,165,25,224,63
2019_01_11_05_10_26_000_010001-trim0756-stacked_jpg.rf.57e4985100be1657131e12987683764a.jpg,224,224,meteorite,47,73,53,89
2019_01_22_09_43_25_000_010005-trim1050-stacked_jpg.rf.596ec616df98a1e8d1374189af06cdb3.jpg,224,224,meteorite,127,89,154,99
2019_02_04_08_00_24_000_010004-trim0004-stacked-HD-meteor_jpg.rf.570657ed1acb4bcebaafde26ddcac4cc.jpg,224,224,meteorite,180,89,205,114
2019_02_27_06_21_40_000_010006-trim-479-HD-meteor-crop-stacked_jpg.rf.58fd931d2c3630547663e77f4f7bf4f6.jpg,224,224,meteorite,61,75,168,155
2019_02_14_03_27_16_000_010003-trim-1135-HD-meteor-stacked-obj_jpg.rf.5992bdcbbd77882721395e3220733793.jpg,224,224,meteorite,101,143,104,185
2019_01_15_03_42_09_000_010001-trim0995-stacked_jpg.rf.5a3ea569060a24af7ed8aa4d014ff91a.jpg,224,224,meteorite,123,145,131,165
2019_02_05_05_42_41_000_010006-trim-785-HD-meteor-stacked-obj_jpg.rf.5a4b89af1c1be676dd19a42be6baf0d6.jpg,224,224,meteorite,170,19,179,23
2018_12_25_05_23_15_000_010002-trim0914-stacked_jpg.rf.5aef19e56378bac5590a1fae9eedd764.jpg,224,224,meteorite,165,147,175,155
2019_02_04_01_57_55_000_010001-trim-498-HD-meteor_jpg.rf.5a482ccb96ead39f22fb54ee5bd14df6.jpg,224,224,meteorite,42,7,52,15
2019_01_15_03_42_09_000_010001-trim0995-stacked_jpg.rf.5aa52a81a2c0f17f8c96a228abf141ce.jpg,224,224,meteorite,93,59,101,79
2018_12_30_01_36_45_000_010006-trim0727-stacked_jpg.rf.5c332fba6d803a87ec051ad92555382a.jpg,224,224,meteorite,90,0,99,10
2019_02_05_00_32_24_000_010001-trim1241-stacked_jpg.rf.5ac9835ca9994d5f2e3191207f1a5b66.jpg,224,224,meteorite,8,40,39,77
2019_03_05_03_26_06_000_010005-trim1344-stacked_jpg.rf.5bdde56e312248ff2eda761d59c67338.jpg,224,224,meteorite,148,145,161,169
2019_02_17_10_32_51_000_010005-trim-150-HD-meteor-stacked_jpg.rf.5b77568d1817908cdf549b931a582979.jpg,224,224,meteorite,132,190,141,223
2019_02_04_09_39_27_000_010003-trim-660-HD-meteor_jpg.rf.5bbe68b11bc5ab618ee9a0cf7e17f6d0.jpg,224,224,meteorite,55,30,59,45
2018_12_27_08_26_33_000_010002-trim0460-stacked_jpg.rf.5b08b4f05a62c0d6a03d6d3fd44208e9.jpg,224,224,meteorite,133,107,152,122
2019_01_07_02_09_33_000_010006-trim1287-stacked_jpg.rf.56c077b8a25fb051b370ec2bbda42121.jpg,224,224,meteorite,28,214,32,224
2019_02_09_03_34_19_000_010001-trim-900-HD-meteor-stacked_jpg.rf.59b6f57e74293f420f0f02d034e37575.jpg,224,224,meteorite,169,150,182,161
2019_01_11_05_08_47_000_010006-trim1240-stacked_jpg.rf.5c200f9f6ff15dd265d446a1a90b28b2.jpg,224,224,meteorite,191,0,200,75
2019_01_26_09_06_23_000_010001-trim1303-half-stack_jpg.rf.5c4b294a12d06164405a6741af76686e.jpg,224,224,meteorite,110,96,113,122
2018_12_23_03_33_34_000_010002-trim1367-stacked_jpg.rf.5c6c267251f4ae4ff02ed8aaee5207d9.jpg,224,224,meteorite,184,156,190,168
2019_01_07_10_01_54_000_010006-trim1473-stacked_jpg.rf.5c6d4fe146c9ebc999fa4ae26d18b9dd.jpg,224,224,meteorite,104,202,124,208
2019_01_26_04_15_23_000_010004-trim1133-stacked_jpg.rf.5ba5cf11706a8882b5e3599f4a506fa6.jpg,224,224,meteorite,7,11,16,31
2019_01_26_04_15_23_000_010004-trim1133-stacked_jpg.rf.5ba5cf11706a8882b5e3599f4a506fa6.jpg,224,224,meteorite,63,93,68,101
2019_01_26_04_15_23_000_010004-trim1133-stacked_jpg.rf.5ba5cf11706a8882b5e3599f4a506fa6.jpg,224,224,meteorite,74,139,83,144
2019_01_27_05_15_17_000_010001-trim1095-stacked_jpg.rf.5ad74c5e4347907a50dd012ba7b2e12f.jpg,224,224,meteorite,86,147,103,211
2019_01_15_08_19_22_000_010001-trim0163-stacked-HD_jpg.rf.5c8517141f62e96e5581545d5c79a548.jpg,224,224,meteorite,58,149,65,152
2019_01_15_09_44_47_000_010006-trim0834-stacked-HD_jpg.rf.5aedcfb68c29dfa829e25bbe2e2bf5bc.jpg,224,224,meteorite,30,22,81,28
2019_02_26_03_18_26_000_010006-trim-52-HD-meteor-crop-stacked_jpg.rf.5c8a5eae16d1b522a5e25b84633911a5.jpg,224,224,meteorite,65,3,156,147
2019_02_10_08_14_45_000_010006-trim-1-HD-meteor-crop-stacked-obj_jpg.rf.5bed07cdf6997432c4b2647c1f2bb969.jpg,224,224,meteorite,71,63,152,163
2019_01_11_07_48_34_000_010003-trim1350-stacked_jpg.rf.5d9b6b32ae2f7c93c9e71cebc61d0a8e.jpg,224,224,meteorite,76,49,81,62
2019_03_05_07_28_20_000_010002-trim1371-prev-crop_jpg.rf.58f73b705594b8f6d1ce828566c0cbdf.jpg,224,224,meteorite,82,73,179,134
2019_01_26_05_29_14_000_010001-trim0163-stacked_jpg.rf.5ab4cc506e16f0169113c6736764aad6.jpg,224,224,meteorite,110,117,118,158
2019_03_05_05_22_10_000_010005-trim-932-HD-meteor-crop-stacked-obj_jpg.rf.5ca8c057df9ea4adffaf722050f3c8e6.jpg,224,224,meteorite,80,33,108,99
